chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
33,SIGHT,see,"My uncle I had heard was dead—my only relative; ever since being made aware of his existence, I had cherished the hope of one day seeing him: now, I never should.",12192,12354
33,SOUND,breath,"This news actually took my breath for a moment: Mr. St. John, whom I had never heard laugh before, laughed now.",12974,13087
33,SOUND,hear,"This news actually took my breath for a moment: Mr. St. John, whom I had never heard laugh before, laughed now.",12974,13087
33,SMELL,breath,"This news actually took my breath for a moment: Mr. St. John, whom I had never heard laugh before, laughed now.",12974,13087
33,TASTE,feast,I again felt rather like an individual of but average gastronomical powers sitting down to feast alone at a table spread with provisions for a hundred.,13426,13577
33,TOUCH,feel,I again felt rather like an individual of but average gastronomical powers sitting down to feast alone at a table spread with provisions for a hundred.,13426,13577
33,SOUND,breath,"“Do let me speak,” I said; “let me have one moment to draw breath and reflect.”",17414,17493
33,SMELL,breath,"“Do let me speak,” I said; “let me have one moment to draw breath and reflect.”",17414,17493
33,SIGHT,see,"My task was a very hard one; but, as I was absolutely resolved—as my cousins saw at length that my mind was really and immutably fixed on making a just division of the property—as they must in their own hearts have felt the equity of the intention; and must, besides, have been innately conscious that in my place they would have done precisely what I wished to do—they yielded at length so far as to consent to put the affair to arbitration.",26010,26452
33,TOUCH,feel,"My task was a very hard one; but, as I was absolutely resolved—as my cousins saw at length that my mind was really and immutably fixed on making a just division of the property—as they must in their own hearts have felt the equity of the intention; and must, besides, have been innately conscious that in my place they would have done precisely what I wished to do—they yielded at length so far as to consent to put the affair to arbitration.",26010,26452
34,TASTE,spice,"Moor House from chamber to cellar; my next to rub it up with bees-wax, oil, and an indefinite number of cloths, till it glitters again; my third, to arrange every chair, table, bed, carpet, with mathematical precision; afterwards I shall go near to ruin you in coals and peat to keep up good fires in every room; and lastly, the two days preceding that on which your sisters are expected will be devoted by Hannah and me to such a beating of eggs, sorting of currants, grating of spices, compounding of Christmas cakes, chopping up of materials for mince-pies, and solemnising of other culinary rites, as words can convey but an inadequate notion of to the uninitiated like you.",3030,3708
34,TOUCH,rub,"Moor House from chamber to cellar; my next to rub it up with bees-wax, oil, and an indefinite number of cloths, till it glitters again; my third, to arrange every chair, table, bed, carpet, with mathematical precision; afterwards I shall go near to ruin you in coals and peat to keep up good fires in every room; and lastly, the two days preceding that on which your sisters are expected will be devoted by Hannah and me to such a beating of eggs, sorting of currants, grating of spices, compounding of Christmas cakes, chopping up of materials for mince-pies, and solemnising of other culinary rites, as words can convey but an inadequate notion of to the uninitiated like you.",3030,3708
34,SIGHT,see,"Happy at Moor House I was, and hard I worked; and so did Hannah: she was charmed to see how jovial I could be amidst the bustle of a house turned topsy-turvy—how I could brush, and dust, and clean, and cook.",5606,5814
34,TOUCH,brush,"Happy at Moor House I was, and hard I worked; and so did Hannah: she was charmed to see how jovial I could be amidst the bustle of a house turned topsy-turvy—how I could brush, and dust, and clean, and cook.",5606,5814
34,SIGHT,see,"I saw he was of the material from which nature hews her heroes—Christian and Pagan—her lawgivers, her statesmen, her conquerors: a steadfast bulwark for great interests to rest upon; but, at the fireside, too often a cold cumbrous column, gloomy and out of place.",9797,10062
34,TOUCH,cold,"I saw he was of the material from which nature hews her heroes—Christian and Pagan—her lawgivers, her statesmen, her conquerors: a steadfast bulwark for great interests to rest upon; but, at the fireside, too often a cold cumbrous column, gloomy and out of place.",9797,10062
34,SIGHT,see,"Such being the case, I felt not a little surprised when he raised his head suddenly from the desk over which he was stooping, and said— “You see, Jane, the battle is fought and the victory won.”",16830,17027
34,TOUCH,feel,"Such being the case, I felt not a little surprised when he raised his head suddenly from the desk over which he was stooping, and said— “You see, Jane, the battle is fought and the victory won.”",16830,17027
34,SIGHT,see,"And when I returned, sometimes a good deal tired, and not a little weather-beaten, I never dared complain, because I saw that to murmur would be to vex him: on all occasions fortitude pleased him; the reverse was a special annoyance.",19138,19373
34,SOUND,murmur,"And when I returned, sometimes a good deal tired, and not a little weather-beaten, I never dared complain, because I saw that to murmur would be to vex him: on all occasions fortitude pleased him; the reverse was a special annoyance.",19138,19373
34,SIGHT,eye,"I thought Diana very provoking, and felt uncomfortably confused; and while I was thus thinking and feeling, St. John bent his head; his Greek face was brought to a level with mine, his eyes questioned my eyes piercingly—he kissed me.",22469,22702
34,SIGHT,eye,"I thought Diana very provoking, and felt uncomfortably confused; and while I was thus thinking and feeling, St. John bent his head; his Greek face was brought to a level with mine, his eyes questioned my eyes piercingly—he kissed me.",22469,22702
34,TOUCH,feel,"I thought Diana very provoking, and felt uncomfortably confused; and while I was thus thinking and feeling, St. John bent his head; his Greek face was brought to a level with mine, his eyes questioned my eyes piercingly—he kissed me.",22469,22702
34,TOUCH,feel,"I thought Diana very provoking, and felt uncomfortably confused; and while I was thus thinking and feeling, St. John bent his head; his Greek face was brought to a level with mine, his eyes questioned my eyes piercingly—he kissed me.",22469,22702
34,SIGHT,view,"When given, he viewed me to learn the result; it was not striking: I am sure I did not blush; perhaps I might have turned a little pale, for I felt as if this kiss were a seal affixed to my fetters.",22912,23110
34,TOUCH,feel,"When given, he viewed me to learn the result; it was not striking: I am sure I did not blush; perhaps I might have turned a little pale, for I felt as if this kiss were a seal affixed to my fetters.",22912,23110
